eid,anio,posicion_autor,n_autores_total,nombre_en_fuente,clave_normalizada,clave_apellido,afiliacion_declarada_raw,unidad_academica_raw,unidad_academica,metodo_blando,metodo_duro_publicacion,confianza
2-s2.0-105003590751,2025,4,4,Simón L.,simon l,simon,"Escuela de Nutrición y Dietética, Universidad Finis Terrae, Santiago, 7501015, Chile",Escuela de Nutrición y Dietética,Escuela de Nutrición y Dietética,True,True,alta
2-s2.0-85202769941,2025,5,6,Molina C.,molina c,molina,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85207330751,2024,1,3,Bustos-Arriagada E.,bustos arriagada e,bustosarriagada,"Faculty of Medicine, Nutrition and Dietetics School, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, Providencia, 7501015, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85207330751,2024,3,3,Mariotti-Celis M.S.,mariotti celis ms,mariotticelis,"Faculty of Medicine, Nutrition and Dietetics School, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, Providencia, 7501015, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105010256496,2025,6,6,Mariotti-Celis M.S.,mariotti celis ms,mariotticelis,"Nutrition and Dietetics School, Faculty of Medicine, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, Providencia, 7501015, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105021636801,2025,3,4,Bustos-Arriagada E.,bustos arriagada e,bustosarriagada,"Faculty of Medicine, Nutrition and Dietetics School, Universidad Finis Terrae, Pedro de Valdivia 1509, Providencia, Santiago, 7501015, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105021636801,2025,4,4,Etchegaray-Armijo K.,etchegaray armijo k,etchegarayarmijo,"Faculty of Medicine, Nutrition and Dietetics School, Universidad Finis Terrae, Pedro de Valdivia 1509, Providencia, Santiago, 7501015, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85184054027,2024,4,4,Paredes R.,paredes r,paredes,"Facultad de Ingeniería, Universidad Finis Terrae, Av. Pedro de Valdivia 1509, Providencia, Santiago, Chile",Facultad de Ingeniería,Facultad de Ingeniería,True,True,alta
2-s2.0-85198416544,2024,1,4,Trautmann D.,trautmann d,trautmann,"Nutrition and Dietetic School, Universidad Finis Terrae, Santiago, 7501015, Chile",,No determinada,True,True,alta
2-s2.0-85198416544,2024,2,4,Suazo F.,suazo f,suazo,"Nutrition and Dietetic School, Universidad Finis Terrae, Santiago, 7501015, Chile",,No determinada,True,True,alta
2-s2.0-85198416544,2024,3,4,Torres K.,torres k,torres,"Nutrition and Dietetic School, Universidad Finis Terrae, Santiago, 7501015, Chile, Department of Hematology and Oncology, School of Medicine, Pontificia Universidad Católica de Chile, Santiago, 8331150, Chile",,No determinada,True,True,alta
2-s2.0-85198416544,2024,4,4,Simón L.,simon l,simon,"Nutrition and Dietetic School, Universidad Finis Terrae, Santiago, 7501015, Chile",,No determinada,True,True,alta
2-s2.0-85199900489,2024,2,9,Zaio Á.,zaio a,zaio,"Laboratorio de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85199900489,2024,8,9,Castro M.,castro m,castro,"Laboratorio de Fisiología del Ejercicio y Metabolismo, Escuela de Kinesiología, Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85191194456,2024,1,3,Tapia-Curimil G.,tapia curimil g,tapiacurimil,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile, Centro de Salud Deportiva, Clínica Santa María, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85191194456,2024,2,3,Castro-Sepulveda M.,castro sepulveda m,castrosepulveda,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85191194456,2024,3,3,Zbinden-Foncea H.,zbinden foncea h,zbindenfoncea,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile, Centro de Salud Deportiva, Clínica Santa María, Santiago, Chile, Facultad de Ciencias de la Salud, Universidad Francisco de Vitoria, Madrid, Spain",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105037997770,2025,1,2,Galleguillos R.,galleguillos r,galleguillos,"Faculty of Engineering, Universidad Finis Terrae Providencia, Santiago, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-105037997770,2025,2,2,Ponce P.,ponce p,ponce,"Faculty of Engineering, Universidad Finis Terrae Providencia, Santiago, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-105001353763,2025,1,6,Tiscornia C.,tiscornia c,tiscornia,"Escuela de Nutrición y Dietética, Universidad Finis Terrae, Santiago, 7501014, Chile",Escuela de Nutrición y Dietética,Escuela de Nutrición y Dietética,True,True,alta
2-s2.0-105001353763,2025,2,6,Tapia V.,tapia v,tapia,"Escuela de Nutrición y Dietética, Universidad Finis Terrae, Santiago, 7501014, Chile",Escuela de Nutrición y Dietética,Escuela de Nutrición y Dietética,True,True,alta
2-s2.0-105001353763,2025,3,6,Águila D.,aguila d,aguila,"Escuela de Nutrición y Dietética, Universidad Finis Terrae, Santiago, 7501014, Chile",Escuela de Nutrición y Dietética,Escuela de Nutrición y Dietética,True,True,alta
2-s2.0-105001353763,2025,4,6,Lorca-Ponce E.,lorca ponce e,lorcaponce,"Escuela de Enfermería, Universidad Finis Terrae, Santiago, 7501014, Chile, Escuela de Kinesiología, Facultad de Arte y Educación Física, Universidad Metropolitana en Ciencias de la Santiago, Santiago, 7760197, Chile",Escuela de Enfermería,Escuela de Enfermería,True,True,alta
2-s2.0-105001353763,2025,6,6,Vásquez F.,vasquez f,vasquez,"Escuela de Nutrición y Dietética, Universidad Finis Terrae, Santiago, 7501014, Chile",Escuela de Nutrición y Dietética,Escuela de Nutrición y Dietética,True,True,alta
2-s2.0-85203352103,2024,1,7,Diaz-Pizarro M.,diaz pizarro m,diazpizarro,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Universidad Finis Terrae, Santiago, Chile",School of Kinesiology,Escuela de Kinesiología,True,True,alta
2-s2.0-85203352103,2024,2,7,Pino-Zúñiga J.,pino zuniga j,pinozuniga,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Universidad Finis Terrae, Santiago, Chile, Centro BIO, Santiago, Chile",School of Kinesiology,Escuela de Kinesiología,True,True,alta
2-s2.0-85203352103,2024,7,7,Cancino-Lopez J.,cancino lopez j,cancinolopez,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Universidad Finis Terrae, Santiago, Chile",School of Kinesiology,Escuela de Kinesiología,True,True,alta
2-s2.0-85187672325,2024,4,7,Valle M.A.,valle ma,vallema,"Facultad de Economía y Negocios, Universidad Finis Terrae, Santiago, Chile",Facultad de Economía y Negocios,Facultad de Economía y Negocios,True,True,alta
2-s2.0-85179989770,2024,1,7,Strauss F.J.,strauss fj,straussfj,"Clinic of Reconstructive Dentistry, Center of Dental Medicine, University of Zurich, Zurich, Switzerland, Department of Conservative Dentistry, Faculty of Dentistry, University of Chile, Santiago, Chile, Faculty of Dentistry, Universidad Finis Terrae, Santiago, Chile",Faculty of Dentistry,Facultad de Odontología,True,True,alta
2-s2.0-85208550405,2024,1,2,Martineau P.D.H.C.,martineau pdhc,martineaupdhc,"Centro de Investigación en Educación Médica y Ciencias de la Salud, Universidad Finis Terrae Santiago, Chile, Fundación Instituto Profesional Duoc UC, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85208550405,2024,2,2,Cortina A.H.,cortina ah,cortinaah,"Escuela de Enfermería, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105010933575,2025,35,79,Gonzalez-Valderrama A.,gonzalez valderrama a,gonzalezvalderrama,"Early Intervention Program, Instituto Psiquiátrico Dr. J. Horwitz Barak, Santiago, Chile, School of Medicine, Universidad Finis Terrae, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105017453190,2025,22,80,Galleguillos R.B.,galleguillos rb,galleguillosrb,"Millennium Institute of Astrophysics (MAS), Nuncio Monseñor Sótero Sanz 100, Providencia, Santiago, Chile, Faculty of Engineering, Finis Terrae University, 1509 Pedro de Valdivia Ave, RM, Providencia, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-105024993739,2025,1,5,Aguilar-Risco C.,aguilar risco c,aguilarrisco,"Master in Health and Sports Sciences, Faculty of Medicine, Finis Terrae University, Santiago, Chile, Escuela de Kinesiología, Facultad de Odontología y Ciencias de la Rehabilitación, Universidad San Sebastián, Valdivia, Chile, Escuela de Kinesiología, Instituto de Aparato Locomotor y Rehabilitación,",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105024993739,2025,5,5,Mendez-Rebolledo G.,mendez rebolledo g,mendezrebolledo,"Master in Health and Sports Sciences, Faculty of Medicine, Finis Terrae University, Santiago, Chile, Laboratorio de Investigación Somatosensorial y Motora, Escuela de Kinesiología, Faculta de Salud, Universidad Santo Tomás, Talca, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105014339563,2025,3,7,Mariotti-Celis M.S.,mariotti celis ms,mariotticelis,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Pedro de Valdivia 1509, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85206501956,2024,2,10,Morales-Guevara R.,morales guevara r,moralesguevara,"Laboratory of Organometallic Synthesis, Center of Applied NanoSciences (CANS), Facultad de Ciencias Exactas, Universidad Andres Bello, República 330, Santiago, 8370186, Chile, Departamento de Química de los Materiales, Facultad de Química y Biología, Universidad de Santiago de Chile, Av. Libertador ",Facultad de Ingeniería,Facultad de Ingeniería,True,True,alta
2-s2.0-105014292965,2025,1,3,Escobar-González S.,escobar gonzalez s,escobargonzalez,"Universidad Finis Terrae, CIPEF, Chile",,No determinada,True,True,alta
2-s2.0-105023068352,2025,7,13,Lang M.,lang m,lang,"Departamento de Kinesiología, Facultad de Medicina, Universidad de Chile, Santiago, 8580453, Chile, Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105023068352,2025,9,13,Quezada M.,quezada m,quezada,"Facultad de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85208406087,2024,3,3,Puyol F.,puyol f,puyol,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85209768147,2025,4,6,López-Arana S.,lopez arana s,lopezarana,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105007196459,2025,2,3,Reyes M.,reyes m,reyes,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105007196459,2025,3,3,Díaz F.,diaz f,diaz,"Red Pediátrica Colaborativa de Latino América (LARed Network), Argentina, Unidad de Investigación y Epidemiología Clínica, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Unidad de Paciente Crítico Pediátrico, Hospital El Carmen de Maipú, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85208235194,2025,1,3,Hidalgo M.,hidalgo m,hidalgo,"FDI - Universidad Finis Terrae, Santiago, Chile, DII - Universidad Técnica Federico Santa María, Valparaíso, Chile",,No determinada,True,True,alta
2-s2.0-85190519023,2024,1,6,Pino-Zúñiga J.,pino zuniga j,pinozuniga,"Bariatric Center BIO, Santiago, Chile, Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Finis Terrae University, Pedro de Valdivia #1509, Providencia, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85190519023,2024,2,6,Olivares M.,olivares m,olivares,"Bariatric Center BIO, Santiago, Chile, Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Finis Terrae University, Pedro de Valdivia #1509, Providencia, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85190519023,2024,6,6,Cancino-López J.,cancino lopez j,cancinolopez,"Exercise Physiology and Metabolism Laboratory, School of Kinesiology, Faculty of Medicine, Finis Terrae University, Pedro de Valdivia #1509, Providencia, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105022805166,2025,8,12,Ramos T.,ramos t,ramos,"Memory Unit, Memory and Neuropsychiatric Center (CMYN), Faculty of Medicine, Neurology Department, Hospital del Salvador, Universidad de Chile, Metropolitan Region, Santiago, 8420000, Chile, Faculty of Medicine, Department of Neurology, Universidad Finis Terrae, Metropolitan Region, Santiago, 750000",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003371923,2025,2,5,Giglio A.,giglio a,giglio,"Critical Care Department, Finis Terrae University, Providencia, Chile, Critical Care Department, Clínica las Condes Hospital, Las Condes, Chile",,No determinada,True,True,alta
2-s2.0-105012964277,2025,1,3,López Arana S.,lopez arana s,lopezarana,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105012964277,2025,2,3,Conti Donoso F.,conti donoso f,contidonoso,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105012964277,2025,3,3,Castillo Valenzuela O.,castillo valenzuela o,castillovalenzuela,"Escuela de Nutrición y Dietética, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105044988818,2024,1,1,Widow G.L.,widow gl,widowgl,"Universidad de Padua, Italy, Facultad de Humanidades y Comunicaciones de la Universidad Finis Terrae, Chile",,No determinada,True,False,media
2-s2.0-85189700511,2024,1,2,Vidal C. M.,vidal c m,vidal,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105002655309,2025,3,4,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Leioa, Basque Country, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003736290,2025,1,2,Arroyo A.,arroyo a,arroyo,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105003736290,2025,2,2,Reccius A.,reccius a,reccius,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Centro de Pacientes Críticos, Clínica Las Condes, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105019256759,2025,1,2,Pizarro S.I.,pizarro si,pizarrosi,"Facultad de Medicina, Universidad Finis Terrae, Santiago Metropolitan Region, Santiago, 7501014, Chile, SAMU Metropolitano, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105019930683,2025,3,5,Figueroa-Moya D.,figueroa moya d,figueroamoya,Universidad Finis Terrae,,No determinada,True,True,alta
2-s2.0-105003481210,2025,2,6,Martín M.J.S.,martin mjs,martinmjs,"Escuela de Psicología, Facultad de Educación, Psicología y Familia, Universidad Finis Terrae, Santiago, Chile",Facultad de Educación,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-85218453368,2025,1,3,González I.,gonzalez i,gonzalez,"Center for Biomedical Research (CIBMED), Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85218453368,2025,3,3,Maldonado-Agurto R.,maldonado agurto r,maldonadoagurto,"Center for Biomedical Research (CIBMED), Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105022732486,2025,1,5,San Martín T.,san martin t,sanmartin,"Medical Oncology Specialty Training Program, Finis Terrae University, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105020273091,2025,2,9,Valderrama E P.,valderrama e p,valderrama,"School of Medicine, Finis Terrae University, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105004457421,2025,1,3,González S.E.,gonzalez se,gonzalezse,"Universidad de Chile, Universidad de Lleida, Spain, Académico de la Facultad de Educación, Universidad Finis Terrae, Chile",Facultad de Educación,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-105004457421,2025,3,3,Silva I.M.,silva im,silvaim,"Pontificia Universidad Católica de Chile, Chile, Universidad Nacional Autónoma de México, Mexico, Universidad Finis Terrae, Chile",,No determinada,True,True,alta
2-s2.0-105005519883,2025,18,29,Henriquez-Olguín C.,henriquez olguin c,henriquezolguin,"Department of Nutrition, Exercise and Sports, Faculty of Science, University of Copenhagen, Copenhagen, Denmark, Center for Exercise Physiology and Metabolism, Department of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105007047226,2025,6,7,Cancino-López J.,cancino lopez j,cancinolopez,"Exercise Physiology and Metabolism Laboratory, Escuela de Kinesiología, Universidad Finis Terrae, Santiago, Chile",Escuela de Kinesiología,Escuela de Kinesiología,True,True,alta
2-s2.0-85215785622,2024,2,3,Flores P.C.,flores pc,florespc,"Universidad Finis Terrae, Alberto Henckel 2317, Providencia, 7510450, Chile",,No determinada,True,True,alta
2-s2.0-85217977198,2025,1,6,Verschae G.,verschae g,verschae,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, Departamento de Traumatología y Ortopedia, Clínica Las Condes, Santiago, Chile, Instituto de Seguridad del Trabajo, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85217977198,2025,2,6,Val V.,val v,val,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85217977198,2025,3,6,Alba V.,alba v,alba,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85217977198,2025,5,6,Pavez S.,pavez s,pavez,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85217977198,2025,6,6,Cid N.,cid n,cid,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105015390928,2025,8,9,Manzur A.,manzur a,manzur,"Obstetricia y Ginecología, Universidad Finis Terrae y Clínica MEDS, Santiago de Chile, Chile",,No determinada,True,True,alta
2-s2.0-105008652475,2025,8,14,Retamal M.J.,retamal mj,retamalmj,"Faculty of Engineering, Universidad Finis Terrae, Santiago, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-105024475536,2025,9,15,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile, Universidad San Sebastián, 7510157, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85201500956,2024,1,5,Ruiz-Riquelme P.,ruiz riquelme p,ruizriquelme,"Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile, Equipo Tobillo y Pie, Departamento Traumatología y Ortopedia, Clínica Las Condes, Santiago, Chile, Equipo Tobillo y Pie, Departamento Traumatología y Ortopedia, Hospital Clínico La Florida, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85201500956,2024,2,5,Cáceres-Hernández A.,caceres hernandez a,cacereshernandez,"Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85201500956,2024,4,5,Quintana-Guiñez F.,quintana guinez f,quintanaguinez,"Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85201500956,2024,5,5,Castro-Cruz M.,castro cruz m,castrocruz,"Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile, Unidad de Investigación y Epidemiología Clínica, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85189157391,2024,1,9,Ferre A.,ferre a,ferre,"Critical Care Medicine Program, Universidad Finis Terrae, Santiago, Chile, Adult Critical Care Unit, Clinica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85189157391,2024,2,9,Giglio A.,giglio a,giglio,"Critical Care Medicine Program, Universidad Finis Terrae, Santiago, Chile, Adult Critical Care Unit, Clinica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85189157391,2024,5,9,Van Sint Jan N.,van sint jan n,vansint,"Critical Care Medicine Program, Universidad Finis Terrae, Santiago, Chile, Adult Critical Care Unit, Clinica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85189157391,2024,7,9,Reccius A.,reccius a,reccius,"Critical Care Medicine Program, Universidad Finis Terrae, Santiago, Chile, Adult Critical Care Unit, Clinica Las Condes, Santiago, Chile, Neurology Department, Clinica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85189157391,2024,8,9,Dreyse J.,dreyse j,dreyse,"Critical Care Medicine Program, Universidad Finis Terrae, Santiago, Chile, Adult Critical Care Unit, Clinica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85189157391,2024,9,9,Hasbun P.,hasbun p,hasbun,"Critical Care Medicine Program, Universidad Finis Terrae, Santiago, Chile, Adult Critical Care Unit, Clinica Las Condes, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85191358580,2024,4,5,Muzard A.,muzard a,muzard,"Doctoral Program in Psychotherapy, School of Psychology, Pontificia Universidad Católica de Chile, Av. Vicuña Mackenna 4860, Santiago, Chile, Millennium Institute for Research in Depression and Personality (MIDAP), Santiago, Chile, School of Psychology, Finis Terrae University, Santiago, Chile",School of Psychology,Facultad de Educación y Ciencias Sociales,True,True,alta
2-s2.0-105001475943,2025,3,6,Mariotti-Cellis M.S.,mariotti cellis ms,mariotticellis,"Universidad Finis Terrae, Escuela de Nutrición & Dietética, Facultad de Medicina, Pedro Valdivia 1509, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85219011365,2025,1,2,Díaz F.,diaz f,diaz,"Unidad de Paciente Crítico Pediátrico, Hospital El Carmen de Maipú, Santiago, Chile, Unidad de Investigación y Epidemiología Clínica, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, LARed Network, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85219011365,2025,2,2,Carvajal C.,carvajal c,carvajal,"Unidad de Investigación y Epidemiología Clínica, Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile, LARed Network, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105000111424,2025,29,122,Castiglioni C.,castiglioni c,castiglioni,"Department of Neurology, Clinica Meds, School of Medicine, Universidad Finis Terrae, Santiago, Chile",School of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105022964082,2025,3,3,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, Universidad Finis Terrae, Santiago, Chile",Faculty of Medicine,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85149541629,2025,5,6,Mujika I.,mujika i,mujika,"Department of Physiology, Faculty of Medicine and Nursing, University of the Basque Country, Leioa, Spain, Exercise Science Laboratory, School of Kinesiology, Faculty of Medicine, University of Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105006772737,2025,6,13,Orellana-Donoso M.,orellana donoso m,orellanadonoso,"Escuela de Medicina, Universidad Finis Terrae, Santiago, 7501015, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105002132315,2025,1,9,Ayares G.,ayares g,ayares,"Departamento de Gastroenterología, Escuela de Medicina, Pontificia Universidad Católica de Chile, Santiago, Chile, Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-105007292368,2025,1,4,Pedreros C.,pedreros c,pedreros,"Critical Care Department, Finis Terrae University Faculty of Medicine, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105007292368,2025,2,4,Saenz A.,saenz a,saenz,"Critical Care Department, Finis Terrae University Faculty of Medicine, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105007292368,2025,3,4,Ferre A.,ferre a,ferre,"Critical Care Department, Finis Terrae University Faculty of Medicine, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105007292368,2025,4,4,Giglio A.,giglio a,giglio,"Critical Care Department, Finis Terrae University Faculty of Medicine, Santiago, Chile, Critical Care Department, Clinica Las Condes Hospital, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-85191103643,2024,7,11,Dreyse J.,dreyse j,dreyse,"Department of Internal Medicine and Critical Care Center, Clínica Las Condes, School of Medicine Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105033170449,2025,1,2,Thielemann L.,thielemann l,thielemann,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105033170449,2025,2,2,Caffarena P.,caffarena p,caffarena,"Universidad Finis Terrae, Santiago, Chile",,No determinada,True,True,alta
2-s2.0-105000398688,2025,1,1,Yanine F.,yanine f,yanine,"Faculty of Engineering, Universidad Finis Terrae, Santiago, Chile",Faculty of Engineering,Facultad de Ingeniería,True,True,alta
2-s2.0-85201364254,2024,2,2,Sepúlveda P. P.,sepulveda p p,sepulveda,"Facultad de Medicina, Universidad Finis Terrae, Santiago, Chile",Facultad de Medicina,Facultad de Medicina y Salud,True,True,alta
2-s2.0-85189760150,2024,4,4,Dıaz F.,dıaz f,dıaz,"Unidad de Paciente Crıtico Pediatrico, Departamento de Pediatrıa, Hospital El Carmen de Maipu, Santiago, Chile, Red Colaborativa Pediatrica de Latinoamerica (LARed Network), Chile, Unidad de Investigacion y Epidemiologıa Clınica, Escuela de Medicina, Universidad Finis Terrae, Santiago, Chile",Escuela de Medicina,Facultad de Medicina y Salud,True,True,alta
