indice,seccion,anio,titulo,primer_autor,autor_correspondencia,autor_uft,doi,en_universo_scopus,eid_scopus,anio_scopus
#007,Nutrición y Dietética,2025,"Inclusion of ΑVβ3 integrin into extracellular vesicles in a caveolin-1 tyrosine-14- phosphorylation dependent manner and subsequent transfer to recipient melanoma cells promotes migration, invasion and metastasis",,,,,False,,
#008,Nutrición y Dietética,2024,Evaluation of the Effect of the Technical Guidelines for Chilean Milk Dietary Service on the Microbiological and Nutritional Quality of a Powdered Infant Formula,,,,,False,,
#009,Nutrición y Dietética,2024,"Leucine Intake and Sarcopenia Indicators of an Elderly Group from the Metropolitan Region, Santiago de Chile, Who Participated in the Program for Complementary Food in Older People (PACAM)",,,,,False,,
#010,Nutrición y Dietética,2024,Differential Extraction and Preliminary Identification of Polyphenols from Ugni candollei (White Murta) Berries,,,,,False,,
#011,Nutrición y Dietética,2024,Comparative Analysis of Sustainable Extraction Methods and Green Solvents for Olive Leaf Extracts with Antioxidant and Antihyperglycemic Activities,,,,,False,,
#012,Nutrición y Dietética,2024,Exploring a Sustainable Process for Polyphenol Extraction from Olive Leaves,,,,,False,,
#013,Nutrición y Dietética,2024,"Effect of In Vitro Micropropagation on the Chemical, Antioxidant, and Biological Characteristics of Senecio nutans Sch. Bip., an Endemic Plant of the Atacama Desert Andean Region",,,,,False,,
#014,Nutrición y Dietética,2024,Bioactive compounds as potential alternative treatments to prevent cancer therapyinduced male infertility,,,,,False,,
#015,Nutrición y Dietética,2024,3G extruded snacks enriched with catechin for high antioxidant capacity,,,,,False,,
#016,Nutrición y Dietética,2025,Sustainable Recovery of Phlorotannins from Durvillaea incurvata: Integrated Extraction and Purification with Advanced Characterization,,,,,False,,
#017,Nutrición y Dietética,2025,"Inhibition of the formation of 2-amino-1-methyl-6-phenylimidazo[4,5-b] pyridine (PhIP) and 2-amino-3,8-dimethyl-3H-imidazo[4,5-f]quinoxaline (MeIQx) by phenolics in model systems and beef patties",,,,,False,,
#018,Nutrición y Dietética,2025,"A sustainable approach to obtain polyphenols from Chilean wild murta, Ugni candollei B., and Ugni molinae T., using eutectic solvents and advanced extraction techniques",,,,,False,,
#019,Nutrición y Dietética,2025,"Mortalidad por desnutrición en adultos: Inequidad por nivel educativo en Colombia, 1998-2015",,,,,False,,
#020,Nutrición y Dietética,2025,Assessing the Alignment of Chilean Food-Based Dietary Guidelines on Cancer Prevention: A Content Analysis,,,,,False,,
#021,Nutrición y Dietética,2024,"Impacto de las dietas MIND, mediterránea y DASH en la prevención y tratamiento del deterioro cognitivo en la persona mayor: una revisión sistemática",,,,,False,,
#022,Nutrición y Dietética,2024,"Estado nutricional, composición corporal y conducta alimentaria de estudiantes de primer año de la Escuela de Grumetes “Alejandro Navarrete Cisterna” de Talcahuano, Chile.",,,,,False,,
#023,Nutrición y Dietética,2024,"Leucine Intake and Sarcopenia Indicators of an Elderly Group from the Metropolitan Region, Santiago de Chile, Who Participated in the Program for Complementary Food in Older People (PACAM)",,,,,False,,
#024,Nutrición y Dietética,2024,Evaluation of the Effect of the Technical Guidelines for Chilean Milk Dietary Service on the Microbiological and Nutritional Quality of a Powdered Infant Formula,,,,,False,,
#025,Nutrición y Dietética,2025,"Nutritional Status of 8,128,014 Chilean and Immigrant Children and Adolescents Evaluated by the National Board of School Aid and Scholarships (JUNAEB) Between 2013 and 2023",,,,,False,,
#026,Nutrición y Dietética,2024,Uso de pantallas en población infantil: ¿amigo o enemigo?,,,,,False,,
#027,Nutrición y Dietética,2025,"Biomarkers of oxidative stress in maternal plasma, umbilical cord and placenta of patients with gestational diabetes: a systematic review and meta-analysis",,,,,False,,
#028,Nutrición y Dietética,2025,Sustainable Recovery of Phlorotannins from Durvillaea incurvata: Integrated Extraction and Purification with Advanced Characterization,,,,,False,,
#029,Nutrición y Dietética,2025,Alimentación laboral: ¿un derecho o un privilegio?,,,,,False,,
#030,Nutrición y Dietética,2025,Curcumin-loaded nanoemulsions and phloroglucinol target hexokinase 2 to inhibit Caveolin-1-induced glycolysis and metastasis in cancer cells,,,,,False,,
#031,Nutrición y Dietética,2025,Long-term impact of the COVID-19 pandemic on physical activity and estimated cardiorespiratory fitness in south American adults: a multi-country cross-sectional online survey,,,,,False,,
#032,Nutrición y Dietética,2025,"Integrated strategies for reducing acrylamide, 5-HMF, and furan in colored native and commercial potato chips: Synergistic effects of nutrient solution conductivity and pre-frying treatments",,,,,False,,
#033,Nutrición y Dietética,2025,"Reduction of the formation and toxicity of heterocyclic aromatic amines (PhIP, IQ, MeIQ, MeIQx) in food: potential of nucleophilic compounds as mitigating agents",,,,,False,,
#034,Nutrición y Dietética,2025,"Association between exclusive breastfeeding, nutritional status and eating behavior, in Chilean schoolchildren: A Cross-Sectional Study",,,,,False,,
#001,Libros,,Educación médica en ciencias de la salud,,,,,False,,
#002,Libros,,Médico y escarabajo,,,,,False,,
#003,Libros,,Régimen liviano para el paciente operado,,,,,False,,
#004,Libros,,El cuerpo y el médico,,,,,False,,
#005,Libros,,Fichas de anatomía humana: Ejercicios y láminas para rotular,,,,,False,,
#006,Libros,,Manual de semiología médica,,,,,False,,
#007,Libros,,El razonamiento clínico y tutoría: Desafíos pedagógicos en carreras de ciencias de la salud,,,,,False,,
#008,Libros,,Pedagogía en Ciencias de la Salud: Teoría y praxis de la enseñanza universitaria,,,,,False,,
#009,Libros,,Metodología de la investigación científica y bioestadística,,,,,False,,
#010,Libros,,Manual de Referencia y Contrareferencia en Otorrinolaringologia,,,,,False,,
#011,Libros,,Epónimos y Nomenclaturas Anatómicas,,,,,False,,
