"Alviz, Marcelo","59228472200","1","Computer Science
Energy
Environmental Science
Social Sciences
"
"Meneghello, Raimundo","58109312700","1","Arts and Humanities
"
"Alexis Medina, P.","57217257319","1","Agricultural and Biological Sciences
Nursing
"
"Rojas, S. Ximena","36906112600","1","Medicine
"
"Barrenechea-Salvador, Mariano","60101861400","1","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Pablo, Boldrini L.","57197801164","1","Medicine
"
"Méndez-Sánchez, Ronald Enrique","57223934360","2","Social Sciences
"
"Sedini, Fernanda M.Rifo","57315307100","1","Medicine
"
"Guevara, Óscar J.","58851973700","1","Business, Management and Accounting
Economics, Econometrics and Finance
"
"Valenzuela, Tamara Allende","57223040363","1","Health Professions
Arts and Humanities
"
"Zárate, Alejandro José","24825952000","43","Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
"
"Cabello, José Miguel","56264351700","11","Medicine
"
"Tabilo-Prieto, Ismael","57832434200","10","Social Sciences
Medicine
Arts and Humanities
Psychology
"
"Maldonado J, Daniela","56771363600","1","Medicine
"
"Felipe Vergara, T.","57413662500","1","Medicine
"
"Lopez, Matías Santos","57212219113","1","Medicine
"
"Niño, Gonzalo","55561049300","1","Medicine
Health Professions
"
"van Sint Jan D, Nicolette","58875319100","1","Medicine
"
"Jans, Margarita","56448690300","1","Engineering
Social Sciences
"
"Ramirez, Carlos","57219109506","1","Medicine
Health Professions
"
"Chacana, Rocío Almendras","59323281400","1","Social Sciences
Arts and Humanities
"
"Tapia, Violeta","59712949900","1","Agricultural and Biological Sciences
Medicine
Nursing
"
"Ortiz, Francisco","58805268100","1","Agricultural and Biological Sciences
Immunology and Microbiology
Social Sciences
Health Professions
"
"Camposano, Luis Lira","57373271000","1","Social Sciences
"
"Froes M, Patricia","57195127180","1","Medicine
"
"Castillo-Vargas, Estefania","57267920500","1","Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Medicine
"
"Cartagena, Alvaro","57200523163","1","Dentistry
"
"Gutiérrez, Juan","59221961900","1","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Perez, Felipe","57220716663","1","Medicine
Health Professions
"
"Gómez-Sotta, Esteban","58804572000","2","Computer Science
Environmental Science
Energy
Social Sciences
Agricultural and Biological Sciences
Immunology and Microbiology
Health Professions
"
"Osorio, Martina","59701506100","1","Agricultural and Biological Sciences
Medicine
Nursing
"
"Quezada, Mauricio","56013972600","5","Medicine
Chemistry
Biochemistry, Genetics and Molecular Biology
Computer Science
Neuroscience
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
","0000-0003-1637-1909"
"Fernándezb, Rosario","57218767977","1","Medicine
"
"de Abreu, María Gabriela","57376388400","1","Social Sciences
"
"Moreno, Sergio A.","56229831900","9","Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
"
"Llera, Celeste","58752140600","1","Medicine
"
"Mariolly, Gutiérrez R.","57369899100","2","Medicine
"
"Díz Narváez, Víctor Patricio","35785892000","1","Medicine
"
"Bertolini, Daniela","60513664400","1","Social Sciences
Arts and Humanities
"
"de Solminihac, Pía Solari","57190018990","1","Medicine
"
"Riquelme-Castañeda, Jaime A.","57210357157","3","Social Sciences
Engineering
Arts and Humanities
"
"Neira, María","59753414400","1","Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
"
"Jaque-Ulloa, D.","57371618200","1","Dentistry
"
"Moya, Marcelo Gálvez","60541308100","1","Medicine
"
"Norambuena, Constanza","57224136890","3","Medicine
Nursing
"
"Edwards-Toro, Francisca","58755816900","2","Medicine
Agricultural and Biological Sciences
Nursing
Dentistry
"
"Diaz-Pizarro, Marcelo","59317865500","2","Medicine
Nursing
"
"van Sint Jan, Nicolette","57196004058","5","Medicine
Nursing
Engineering
Materials Science
Social Sciences
"
"Sapiain-González, Sebastián","57267973000","1","Medicine
"
"Fuentes Anabalón, Edgardo","57190014389","4","Medicine
","0000-0001-9656-3163"
"Saud, Faride","59207559800","2","Medicine
Pharmacology, Toxicology and Pharmaceutics
"
"Rojas Gonzaga, Tania","60081478000","1","Medicine
"
"Díaz-Tejo, Javier","60092985400","2","Arts and Humanities
Social Sciences
"
"Serri-Cares, Paulina","60682677800","1","Social Sciences
"
"Maldonado, René Gomez","57212219360","1","Medicine
"
"Venegas, Mauricio","58671833700","1","Medicine
Health Professions
"
"Doña V, Jimena","59681370500","1","Medicine
"
"Rojas-Costa, Gonzalo M.","58805405100","6","Medicine
Neuroscience
Multidisciplinary
"
"Godoy-Órdenes, Rodrigo","57317872300","1","Health Professions
"
"Cooper, Antonia","59246927300","1","Medicine
"
"Bolt, Alfredo","56727978700","14","Computer Science
Business, Management and Accounting
Mathematics
Engineering
Decision Sciences
Social Sciences
","0000-0003-1901-9804"
"Negrete, Francisca","57543297400","1","Medicine
"
"Flores, Paz Crisóstomo","60502755300","2","Arts and Humanities
Medicine
Psychology
"
"Valenzuela, Rodolfo","58862136700","4","Medicine
","0009-0007-8023-3400"
"Miranda, Ximena","58117156900","1","Medicine
"
"Pizarro, Sebastián","59137082400","3","Earth and Planetary Sciences
Medicine
Health Professions
Physics and Astronomy
Social Sciences
Biochemistry, Genetics and Molecular Biology
Chemistry
"
"Figueroa, Francisca Campillay","58999532000","1","Social Sciences
"
"Rojas-Saffie, Juan Pablo","58142735700","4","Psychology
Multidisciplinary
"
"Jara-Carrasco, Solange","56543594700","3","Earth and Planetary Sciences
Medicine
Social Sciences
Environmental Science
Agricultural and Biological Sciences
"
"Ruiz, Amparo","57201921117","2","Medicine
Biochemistry, Genetics and Molecular Biology
"
"Bravo, Maria José","57222253996","1","Medicine
"
"Diaz-Reiher, Manuel","57658507100","1","Medicine
Health Professions
"
"Bernucci Piedra, José Miguel","57224136879","1","Medicine
"
"García, Francisca","58857164000","1","Medicine
"
"Mayol, Elisa Marchant","57222535948","1","Social Sciences
"
"Andrade Kobayashi, Megumi","60590937300","1","Arts and Humanities
"
"Aqueveque-Muñoz, Camila","59419270700","2","Social Sciences
"
"Henríquez Herrera, Ian","57221433377","1","Medicine
"
"de la Fuente López, Marjorie","60150573200","1","Biochemistry, Genetics and Molecular Biology
Medicine
"
"Melián, A.","57192878048","1","Medicine
"
"Rodríguez, María Fernanda","57191271638","10","Social Sciences
Computer Science
Arts and Humanities
Mathematics
Engineering
"
"Ballesteros, Polentze","58751671800","1","Medicine
"
"Muñoz-Narvaez, Oscar","60714329600","1","Social Sciences
Health Professions
"
"Cáceres-Hernández, Andrea","59271261900","1","Medicine
"
"Cerda, Eduardo","59754320700","2","Medicine
"
"Lorca-Ponce, Enrique","57199149969","6","Neuroscience
Chemistry
Medicine
Nursing
Psychology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Agricultural and Biological Sciences
Computer Science
"
"Benavides Casals, María Angélica","35145435000","2","Social Sciences
"
"Chacón-Ortiz, Cristian","60102272300","1","Medicine
Biochemistry, Genetics and Molecular Biology
"
"González, Eduardo","55511747544","5","Mathematics
Decision Sciences
Engineering
Computer Science
Physics and Astronomy
Materials Science
"
"Lustig, Joaquín Ignacio Cordero","59187884100","1","Business, Management and Accounting
Computer Science
Social Sciences
"
"Ramos-Navarro, Claudia","58162095700","1","Agricultural and Biological Sciences
Nursing
"
"von Hoveling-Schindler, Andrea","57221866671","2","Medicine
"
"Reyes H, Pamela","57209531766","1","Medicine
Psychology
"
"Herrera, Pamela Reyes","58309481400","2","Psychology
Arts and Humanities
Social Sciences
Medicine
"
"Martínez-Mardones, Monica Belén","57225050522","15","Medicine
Biochemistry, Genetics and Molecular Biology
"
"C, Fernanda Olivé","60075427400","1","Medicine
"
"Avendaño, Marcelo","7003408952","7","Medicine
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
"
"Carrillo, David Jacob Pérez","58577474900","1","Arts and Humanities
Social Sciences
"
"Rey Navarro, Carla","55944792600","1","Medicine
"
"Guzmán, Nicolás","57190617450","1","Health Professions
Medicine
"
"Loyola, Manuel","55884631100","18","Arts and Humanities
Social Sciences
"
"Alba, Vicente","59407759300","1","Medicine
"
"Rivas Orrego, Jorge","59476057300","1","Social Sciences
"
"Cid, Nicolás","59560442900","2","Medicine
"
"Gomez, R.","57192871678","1","Medicine
"
"Quintana-Aguirre, Nicolás","57345292100","1","Agricultural and Biological Sciences
Nursing
"
"Nazer, María Ignacia","59414692500","1","Medicine
"
"Díaz-Eris, Andrea","58854530200","1","Medicine
"
"Zaio, Ángelo","59238104800","1","Medicine
Health Professions
"
"Cifuentes, Hugo F.","57459969900","1","Computer Science
"
"Gabriel, Vallejos P.","57197801339","1","Medicine
"
"Araya, Jaime Aranda","57219050024","1","Health Professions
Medicine
"
"Pezzani, María José","57199167369","1","Medicine
"
"Aravena-Ríos, Priscila","59007685600","1","Medicine
"
"Díaz-Fabres, Ana","57268388000","1","Medicine
"
"Gutiérrez, Sergio","57206252422","3","Dentistry
Medicine
"
"Muñoz-Medina, Cristóbal","59959333800","3","Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
"
"Carrasco Aguilar, Gastón","60751553300","1","Arts and Humanities
Social Sciences
"
"Morán, Matías","57797487300","1","Agricultural and Biological Sciences
Nursing
"
"Rivas Román, María","55945584700","1","Medicine
"
"Phillips, Jaime Phillips","57219144357","8","Social Sciences
Energy
Environmental Science
","0000-0002-4054-3187"
"Egana-del Sol, Pablo","57225180521","1","Social Sciences
Energy
"
"Fabiola, Schlageter G.","57197801108","1","Medicine
"
"Uribe, Cristián","55128816500","1","Medicine
"
"Franco Díaz, R.","54966760700","4","Medicine
"
"Caffarena, Paula","57221045821","11","Arts and Humanities
Medicine
Social Sciences
"
"Luis Thielemann, H.","57188996171","1","Social Sciences
Arts and Humanities
"
"García-Matte, Nicolás","59171253500","2","Psychology
","0000-0001-8712-0408"
"Ávila, Mario","57195720353","1","Medicine
"
"Paredes, Rodrigo","13607125500","47","Computer Science
Mathematics
Engineering
Chemical Engineering
Physics and Astronomy
Decision Sciences
Chemistry
Materials Science
Energy
Business, Management and Accounting
Social Sciences
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
","0000-0002-9943-2510"
"Candell, Marcelo Barria","59532969600","1","Medicine
Nursing
"
"Etchegaray-Armijo, Karina","57344834900","10","Nursing
Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
"
"Pessa T, Diego","57209438893","1","Medicine
"
"Cartagena, Mayari","57219235136","1","Health Professions
Medicine
"
"Salgado, Sebastián","60348681300","1","Medicine
"
"Erazo, Paulo Valderrama","57218203576","3","Medicine
"
"Gómez, G. G.","57198272276","1","Medicine
"
"Castillo, Alejandro J.Zarate","60706343600","1","Medicine
"
"Polanco, Víctor","35345476800","12","Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Multidisciplinary
Immunology and Microbiology
Environmental Science
Neuroscience
"
"Morandé, Diego San Martín","60711087900","1","Medicine
"
"Roberto, Salas O.","57980920500","1","Medicine
"
"Castillo, Natalia","58752377300","1","Medicine
"
"Torres, Hernan","56710987100","1","Medicine
Health Professions
"
"Águila, Daniela","57034090200","8","Medicine
Psychology
Nursing
Agricultural and Biological Sciences
"
"Santander-Navarro, Montserrat","56815150000","3","Medicine
Dentistry
"
"Arroyo, Antonio","58862866100","4","Medicine
"
"Camus, Pedro Pablo Salas","57189998317","3","Arts and Humanities
Social Sciences
"
"Berrocal, Liliana","36655345200","6","Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Environmental Science
"
"Carreño, Antonia Morán","60799469200","1","Medicine
Psychology
"
"Fuentealba, José Miguel","59674331000","1","Medicine
"
"Perez-Jiménez, Daniela","58169838200","4","Medicine
Chemical Engineering
Physics and Astronomy
Materials Science
Engineering
Computer Science
"
"Idalia Sepúlveda, M.","57349959900","2","Medicine
"
"López, Vanessa","58291010100","1","Agricultural and Biological Sciences
Medicine
Nursing
"
"Eyzaguirre Bäuerle, Nicolás","60405743400","1","Psychology
"
"Salas, Natalia","53064631900","11","Medicine
Neuroscience
Psychology
Social Sciences
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Mathematics
"
"Thielemann, Luis","57220042775","12","Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
"
"Olivares, Mariela","57215819178","3","Medicine
Nursing
"
"Poblete Alday, Patricia","55816334800","19","Arts and Humanities
Social Sciences
"

"© 2026 Elsevier B.V. All rights reserved. Scopus ® is a registered trademark of Elsevier Properties S.A., used under license."
